,ItemCode, WarehouseCode, BinLocation, ReorderMethod, QuantityOnHand, QuantityOnPurchaseOrder, QuantityOnSalesOrder, QuantityOnBackOrder, AverageCost, QuantityRequiredForWO, EconomicOrderQty, ReorderPointQty, MinimumOrderQty, MaximumOnHandQty, QuantityOnWorkOrder, QuantityInShipping, TotalWarehouseValue, CostCalcQtyCommitted, CostCalcCostCommitted, DateCreated, TimeCreated, UserCreatedKey, DateUpdated, TimeUpdated, UserUpdatedKey, LastPhysicalCountDate
0,00001,000,,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
1,00001,MTG,,E,0.000000,0.000000,0.000000,0.000000,5.703300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
2,00010,MTG,,E,0.000000,0.000000,0.000000,0.000000,6.108200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
3,00010G55,MTG,,E,0.000000,0.000000,0.000000,0.000000,46.267400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
4,00040,MTG,,E,0.000000,0.000000,0.000000,0.000000,23.879300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
5,00040A1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.035400,0.000000,0.000000,0.000000,3000.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
6,00040A1,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.035400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
7,00040A2,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.031300,0.000000,0.000000,0.000000,3000.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
8,00040A2,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.031300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
9,00060,MTG,,E,0.000000,0.000000,0.000000,0.000000,14.998900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
10,00060A1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.035400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
11,00060A1,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.035400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
12,00060A2,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.031300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
13,00060A2,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.031300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
14,00080,MTG,,E,0.000000,0.000000,0.000000,0.000000,3.610000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
15,00080,REW,,E,0.000000,0.000000,0.000000,0.000000,1.969300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
16,00080G55,MTG,,E,0.000000,0.000000,0.000000,0.000000,29.596200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
17,0009657,MTG,,E,0.000000,0.000000,0.000000,0.000000,9.922800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
18,00200,MTG,,E,0.000000,0.000000,0.000000,0.000000,6.068976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
19,00200.B,MTG,,E,0.000000,0.000000,0.000000,0.000000,1.066800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
20,00200A1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
21,00200A1,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
22,00200A2,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
23,00200A2,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
24,0085107,MTG,,E,0.000000,0.000000,0.000000,0.000000,3.412400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2020-05-28,9.88529,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
25,00AK10P1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.121600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2012-03-21,13.77268,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
26,00AK25P1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.121600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2012-05-11,5.7507,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
27,00AR15P1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.121700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2012-03-21,13.98336,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
28,00RK25P1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.121600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2012-03-21,13.81383,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
29,00SK15A1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.060500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2012-03-21,14.40839,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
30,00SK15P1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.121600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2012-03-21,13.94341,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
31,00VK75A1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.060500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2012-03-21,14.07118,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
32,010010,MTG,,E,0.000000,0.000000,0.000000,0.000000,5.273500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
33,010011,MTG,,E,0.000000,0.000000,0.000000,0.000000,9.823000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
34,010011B1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.239000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
35,010011B2,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.336000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
36,010011CAP,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.046000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
37,010012,MTG,,E,0.000000,0.000000,0.000000,0.000000,5.111600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
38,010013,MTG,,E,0.000000,0.000000,0.000000,0.000000,9.866300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
39,010014P,MTG,,E,0.000000,0.000000,0.000000,0.000000,7.181100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2013-04-24,5.53618,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
40,014388,MTG,,E,0.000000,0.000000,0.000000,0.000000,65.478000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2016-12-07,12.11714,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
41,014388BASE,MTG,,E,0.000000,0.000000,0.000000,0.000000,2.425000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2016-12-07,12.25249,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
42,014389,MTG,,E,0.000000,0.000000,0.000000,0.000000,79.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2011-02-16,7.1596,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
43,014389BASE,MTG,,E,0.000000,0.000000,0.000000,0.000000,2.224000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2011-02-16,7.23456,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
44,014649C,MTG,,E,0.000000,0.000000,0.000000,0.000000,2.233600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2021-09-09,15.47783,0000000049,2022-10-01,12.25146,0000000055,2022-09-30
45,01492,MTG,,E,0.000000,0.000000,0.000000,0.000000,8.129700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
46,01492,SSI,,E,0.000000,0.000000,0.000000,0.000000,5.674500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
47,015000SLV,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
48,015001,MTG,,E,0.000000,0.000000,0.000000,0.000000,8.657300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
49,015055,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
50,01776,MTG,,E,0.000000,0.000000,0.000000,0.000000,8.848000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
51,018100A1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
52,01812,MTG,,E,0.000000,0.000000,0.000000,0.000000,1.412000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
53,01854CA1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.034800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
54,01854CA1,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.034800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
55,01854CA2,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.030600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
56,01854CA2,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.030600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
57,01862CA1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.033500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
58,01862CA1,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.033500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
59,01862CA2,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.029400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
60,01862CA2,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.029400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
61,01870CA1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.034400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
62,01870CA1,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.034400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
63,01870CA2,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.034400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
64,01870CA2,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.034400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
65,01888CA1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.032500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
66,01888CA1,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.032500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
67,01888CA2,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.033600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
68,01888CA2,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.028600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
69,01896CA1,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.036500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
70,01896CA1,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.036500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
71,01896CA2,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.032100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
72,01896CA2,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.032100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
73,01941,MTG,,E,0.000000,0.000000,0.000000,0.000000,8.352200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
74,01965,MTG,,E,0.000000,0.000000,0.000000,0.000000,1.412000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
75,020001,000,,E,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
76,020001,MTG,,R,177404.186100,185700.000000,0.000000,0.000000,0.680000,0.000000,0.000000,165000.000000,0.000000,0.000000,0.000000,0.000000,120634.85,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-10,10.95901,0000000003,2022-09-30
77,020001,SSI,,E,345.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,234.60,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-10,10.95901,0000000003,2022-09-30
78,020002,MTG,,R,64210.084400,41600.000000,0.000000,0.000000,1.891600,0.000000,0.000000,50000.000000,0.000000,0.000000,0.000000,0.000000,121462.75,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-10,10.95901,0000000003,2022-09-30
79,020002,SSI,,E,117.000000,0.000000,0.000000,0.000000,1.890000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,221.13,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-10,10.95901,0000000003,2022-09-30
80,020002RG,MTG,,E,8740.000000,0.000000,0.000000,0.000000,1.803600,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15763.48,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-03,8.84348,0000000007,2022-09-30
81,020003,HOL,,E,0.000000,0.000000,0.000000,0.000000,0.680000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
82,020003,MTG,,R,67471.356600,41600.000000,0.000000,0.000000,1.380000,0.000000,0.000000,45000.000000,0.000000,0.000000,0.000000,0.000000,93110.46,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-10,10.95901,0000000003,2022-09-30
83,020003,SSI,,E,714.000000,0.000000,0.000000,0.000000,1.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,985.32,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-10,10.95901,0000000003,2022-09-30
84,020003RG,MTG,,E,12545.000000,0.000000,0.000000,0.000000,1.860000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23333.70,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-03,8.84348,0000000007,2022-09-30
85,020003RG,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.801900,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2020-01-09,15.11151,0000000003,2022-10-01,12.25146,0000000055,2022-09-30
86,020004,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.620000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
87,020005,000,,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
88,020005,MTG,,E,0.000000,0.000000,0.000000,0.000000,1.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
89,020005,SSI,,E,0.000000,0.000000,0.000000,0.000000,1.200000,0.000000,0.000000,12000.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2016-05-20,11.31993,0000000003,2022-10-01,12.25146,0000000055,2022-09-30
90,020006,MTG,,E,560.022700,2000.000000,0.000000,0.000000,4.180000,0.000000,0.000000,750.000000,0.000000,0.000000,0.000000,0.000000,2340.90,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-06,9.64027,0000000003,2022-09-30
91,020006,SSI,,E,0.000000,0.000000,0.000000,0.000000,4.360000,0.000000,0.000000,250.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2018-07-09,13.21551,0000000003,2022-10-01,12.25146,0000000055,2022-09-30
92,020008,MTG,,E,331.000000,0.000000,0.000000,0.000000,7.829300,0.000000,0.000000,200.000000,0.000000,0.000000,0.000000,0.000000,2591.49,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-09,9.68178,0000000003,2022-09-30
93,020009,MTG,,E,0.000000,0.000000,0.000000,0.000000,7.786200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2016-11-01,13.40077,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
94,020010,MTG,,E,0.000000,0.000000,0.000000,0.000000,6.880000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2017-11-08,14.11548,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
95,020011,MTG,,E,0.000000,0.000000,0.000000,0.000000,1.838800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2022-02-28,7.39886,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
96,020012,MTG,,E,692.960000,0.000000,0.000000,0.000000,13.102400,0.000000,0.000000,200.000000,0.000000,0.000000,0.000000,0.000000,9079.42,0.000000,0.000000,2022-03-14,11.30065,0000000007,2023-01-04,8.19427,0000000003,2022-09-30
97,022000,MTG,,E,26453.000000,0.000000,0.000000,0.000000,0.427300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11302.12,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-04,9.00437,0000000003,2022-09-30
98,022000,SSI,,E,79.000000,0.000000,0.000000,0.000000,0.458700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,36.24,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-04,9.00437,0000000003,2022-09-30
99,022001,MTG,,E,47778.000000,0.000000,0.000000,0.000000,0.303000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,14474.35,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-10,8.61332,0000000003,2022-09-30
100,022001,REW,,E,0.000000,0.000000,0.000000,0.000000,0.194300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
101,022001,SSI,,E,988.000000,0.000000,0.000000,0.000000,0.303000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,299.32,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-10,8.61332,0000000003,2022-09-30
102,022001SK,MTG,,E,3297.000000,0.000000,0.000000,0.000000,0.305200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1006.18,0.000000,0.000000,2016-03-31,9.92069,0000000007,2022-10-01,12.25146,0000000055,2022-09-30
103,022001SK,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.305000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2017-02-08,11.3415,0000000003,2022-10-01,12.25146,0000000055,2022-09-30
104,022002,000,,E,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-10-01,12.25146,0000000055,2022-09-30
105,022002,MTG,,E,21165.000000,0.000000,0.000000,0.000000,0.424000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8974.54,0.000000,0.000000,2010-12-15,18.21515,0000000013,2023-01-04,9.75801,0000000003,2022-09-30
