,itemcode,warehousecode,transactiondate,transactioncode,transactionqty
545,602075,MTG,2019-01-28,BR,300.000000
546,7841265,MTG,2019-01-28,BR,24.000000
547,85120,MTG,2019-01-28,BR,400.000000
548,85121,MTG,2019-01-28,BR,800.000000
549,88300.B,MTG,2019-01-28,BR,100.000000
550,94700.B,MTG,2019-01-28,BR,250.000000
551,99491,MTG,2019-01-28,BR,32.000000
552,BP56637,MTG,2019-01-28,BR,150.000000
553,022028,MTG,2019-01-29,BR,13720.000000
554,026003TA1,MTG,2019-01-29,BR,600.000000
555,028032,MTG,2019-01-29,BR,30.000000
556,028132,MTG,2019-01-29,BR,40.000000
557,028703,MTG,2019-01-29,BR,100.000000
558,080316GF,MTG,2019-01-29,BR,50.000000
559,081416FF,MTG,2019-01-29,BR,50.000000
560,084104PC,MTG,2019-01-29,BR,75.000000
561,085916DGP-A,MTG,2019-01-29,BR,40.000000
562,093016,MTG,2019-01-29,BR,320.000000
563,097016,MTG,2019-01-29,BR,198.000000
564,097116,MTG,2019-01-29,BR,75.000000
565,097116C,MTG,2019-01-29,BR,25.000000
566,100117,MTG,2019-01-29,BR,5000.000000
567,11012663,MTG,2019-01-29,BR,24.000000
568,16245748,MTG,2019-01-29,BR,65.000000
569,16731374,MTG,2019-01-29,BR,501.000000
570,16731382,MTG,2019-01-29,BR,150.000000
571,17997354,MTG,2019-01-29,BR,30.000000
572,17997503,MTG,2019-01-29,BR,50.000000
573,17997537,MTG,2019-01-29,BR,84.000000
574,185-GF025CNC20,MTG,2019-01-29,BR,140.000000
575,27200.B,MTG,2019-01-29,BR,1400.000000
576,303000.B,MTG,2019-01-29,BR,70000.000000
577,3704681TA1,MTG,2019-01-29,BR,390.000000
578,602003,MTG,2019-01-29,BR,1000.000000
579,602017,MTG,2019-01-29,BR,300.000000
580,602042,MTG,2019-01-29,BR,1000.000000
581,602070,MTG,2019-01-29,BR,750.000000
582,7-2738.B,MTG,2019-01-29,BR,600.000000
583,7841265,MTG,2019-01-29,BR,48.000000
584,85120,MTG,2019-01-29,BR,200.000000
585,85120,MTG,2019-01-29,BR,200.000000
586,902804,MTG,2019-01-29,BR,200.000000
587,939GA5,MTG,2019-01-29,BR,1.000000
588,94400.B,MTG,2019-01-29,BR,1250.000000
589,95400.B,MTG,2019-01-29,BR,100.000000
590,AF600275,MTG,2019-01-29,BR,1.000000
591,BK.7652957,MTG,2019-01-29,BR,30.000000
592,BP25396,MTG,2019-01-29,BR,150.000000
593,BPC60001,MTG,2019-01-29,BR,25.000000
594,ET13710,MTG,2019-01-29,BR,43.000000
595,KIT2016A,MTG,2019-01-29,BR,200.000000
596,022016,MTG,2019-01-30,BR,11760.000000
597,027010,MTG,2019-01-30,BR,50.000000
598,027010C,MTG,2019-01-30,BR,20.000000
599,035001,MTG,2019-01-30,BR,10.000000
600,080116SP,MTG,2019-01-30,BR,30.000000
601,081432,MTG,2019-01-30,BR,300.000000
602,081432SP,MTG,2019-01-30,BR,20.000000
603,081432WK,MTG,2019-01-30,BR,30.000000
604,081532,MTG,2019-01-30,BR,150.000000
605,081532WK,MTG,2019-01-30,BR,30.000000
606,081732PW,MTG,2019-01-30,BR,240.000000
607,082708SP,MTG,2019-01-30,BR,40.000000
608,084105PC,MTG,2019-01-30,BR,4.000000
609,085132,MTG,2019-01-30,BR,-150.000000
610,085132,MTG,2019-01-30,BR,150.000000
611,085714,MTG,2019-01-30,BR,30.000000
612,093016,MTG,2019-01-30,BR,180.000000
613,093016SS,MTG,2019-01-30,BR,30.000000
614,093116,MTG,2019-01-30,BR,100.000000
615,097008,MTG,2019-01-30,BR,150.000000
616,100117,MTG,2019-01-30,BR,2115.000000
617,100117,MTG,2019-01-30,BR,2500.000000
618,103032,MTG,2019-01-30,BR,100.000000
619,11012663,MTG,2019-01-30,BR,24.000000
620,14324,MTG,2019-01-30,BR,250.000000
621,16245748,MTG,2019-01-30,BR,85.000000
622,16245748,MTG,2019-01-30,BR,24.000000
623,16731366,MTG,2019-01-30,BR,600.000000
624,17997586,MTG,2019-01-30,BR,50.000000
625,185-GF025CNC550,MTG,2019-01-30,BR,4.000000
626,303000.B,MTG,2019-01-30,BR,55000.000000
627,3704681TA1,MTG,2019-01-30,BR,510.000000
628,3704681TA1,MTG,2019-01-30,BR,144.000000
629,602009,MTG,2019-01-30,BR,300.000000
630,602604,MTG,2019-01-30,BR,250.000000
631,602605,MTG,2019-01-30,BR,1500.000000
632,90681,MTG,2019-01-30,BR,25.000000
633,91000.B,MTG,2019-01-30,BR,300.000000
634,920116,MTG,2019-01-30,BR,2365.000000
635,94600.B,MTG,2019-01-30,BR,250.000000
636,94900.B,MTG,2019-01-30,BR,350.000000
637,022002,MTG,2019-01-31,BR,4452.000000
638,022016,MTG,2019-01-31,BR,17640.000000
639,081732PW,MTG,2019-01-31,BR,760.000000
640,081732SP,MTG,2019-01-31,BR,17.000000
641,081732SP,MTG,2019-01-31,BR,13.000000
642,089737GF,MTG,2019-01-31,BR,100.000000
643,089737P,MTG,2019-01-31,BR,50.000000
644,089738PC,MTG,2019-01-31,BR,100.000000
645,093032,MTG,2019-01-31,BR,100.000000
646,093116EF,MTG,2019-01-31,BR,50.000000
647,096508,MTG,2019-01-31,BR,146.000000
648,097316,MTG,2019-01-31,BR,-2.000000
649,100117,MTG,2019-01-31,BR,6250.000000
650,10879864,MTG,2019-01-31,BR,40.000000
651,14301C,MTG,2019-01-31,BR,75.000000
652,14316,MTG,2019-01-31,BR,250.000000
653,14324,MTG,2019-01-31,BR,125.000000
654,14512C,MTG,2019-01-31,BR,30.000000
655,15023773,MTG,2019-01-31,BR,50.000000
656,15026362,MTG,2019-01-31,BR,201.000000
657,15941438,MTG,2019-01-31,BR,100.000000
658,1635,MTG,2019-01-31,BR,50.000000
659,17997503,MTG,2019-01-31,BR,-10.000000
660,17997552,MTG,2019-01-31,BR,-3.000000
661,185-DE050C12,MTG,2019-01-31,BR,83.000000
662,19902.B,MTG,2019-01-31,BR,500.000000
663,19903USA.B,MTG,2019-01-31,BR,250.000000
664,19971,MTG,2019-01-31,BR,200.000000
665,199FRP1CFS,MTG,2019-01-31,BR,1200.000000
666,2223,MTG,2019-01-31,BR,232.000000
667,303000.B,MTG,2019-01-31,BR,-12000.000000
668,303000.B,MTG,2019-01-31,BR,49800.000000
669,303000.B,MTG,2019-01-31,BR,12000.000000
670,303000.B,MTG,2019-01-31,BR,12000.000000
671,602000,MTG,2019-01-31,BR,2250.000000
672,602043PURPLE,MTG,2019-01-31,BR,325.000000
673,7841265,MTG,2019-01-31,BR,11.000000
674,83200.B,MTG,2019-01-31,BR,2000.000000
675,920116,MTG,2019-01-31,BR,1385.000000
676,93100GAS.B,MTG,2019-01-31,BR,2500.000000
677,95900.B,MTG,2019-01-31,BR,250.000000
678,97200.B,MTG,2019-01-31,BR,250.000000
679,BPC56837,MTG,2019-01-31,BR,25.000000
680,022002,MTG,2019-02-01,BR,4081.000000
681,022016,MTG,2019-02-01,BR,15680.000000
682,100117,MTG,2019-02-01,BR,7500.000000
683,022002,MTG,2019-02-04,BR,8233.000000
684,022016,MTG,2019-02-04,BR,9600.000000
685,080432F,MTG,2019-02-04,BR,100.000000
686,080532GT,MTG,2019-02-04,BR,30.000000
687,080532SP,MTG,2019-02-04,BR,30.000000
688,081632,MTG,2019-02-04,BR,350.000000
689,081632GF,MTG,2019-02-04,BR,60.000000
690,083216N,MTG,2019-02-04,BR,404.000000
691,084108B,MTG,2019-02-04,BR,10.000000
692,085606N,MTG,2019-02-04,BR,1003.000000
693,087004,MTG,2019-02-04,BR,75.000000
694,087004C,MTG,2019-02-04,BR,100.000000
695,089732IF,MTG,2019-02-04,BR,50.000000
696,089732PC,MTG,2019-02-04,BR,100.000000
697,089732PW,MTG,2019-02-04,BR,250.000000
698,089736P,MTG,2019-02-04,BR,100.000000
699,089924,MTG,2019-02-04,BR,75.000000
700,093032,MTG,2019-02-04,BR,100.000000
701,093032SS,MTG,2019-02-04,BR,125.000000
702,094432,MTG,2019-02-04,BR,50.000000
703,095916N,MTG,2019-02-04,BR,353.000000
704,096216N,MTG,2019-02-04,BR,508.000000
705,098616,MTG,2019-02-04,BR,106.000000
706,098916,MTG,2019-02-04,BR,100.000000
707,11012663,MTG,2019-02-04,BR,72.000000
708,15941362,MTG,2019-02-04,BR,77.000000
709,15941396,MTG,2019-02-04,BR,50.000000
710,18009977,MTG,2019-02-04,BR,100.000000
711,267310,MTG,2019-02-04,BR,24.000000
712,303000.B,MTG,2019-02-04,BR,30000.000000
713,5359872,MTG,2019-02-04,BR,100.000000
714,602001,MTG,2019-02-04,BR,1000.000000
715,602016,MTG,2019-02-04,BR,2750.000000
716,602017,MTG,2019-02-04,BR,1500.000000
717,602068,MTG,2019-02-04,BR,220.000000
718,602082,MTG,2019-02-04,BR,175.000000
719,89950P1CFS,MTG,2019-02-04,BR,3000.000000
720,903104,MTG,2019-02-04,BR,325.000000
721,90601,MTG,2019-02-04,BR,50.000000
722,90605,MTG,2019-02-04,BR,10.000000
723,90701,MTG,2019-02-04,BR,40.000000
724,90705,MTG,2019-02-04,BR,10.000000
725,96100.B,MTG,2019-02-04,BR,1000.000000
726,OS022016,MTG,2019-02-04,BR,11760.000000
727,OS607006,MTG,2019-02-04,BR,528.000000
728,022002,MTG,2019-02-05,BR,10759.000000
729,022019,MTG,2019-02-05,BR,11550.000000
730,071732PUN,MTG,2019-02-05,BR,30.000000
731,079632,MTG,2019-02-05,BR,50.000000
732,081732WK,MTG,2019-02-05,BR,40.000000
733,082708C,MTG,2019-02-05,BR,15.000000
734,082708GF,MTG,2019-02-05,BR,50.000000
735,084104GF,MTG,2019-02-05,BR,71.000000
736,085616P,MTG,2019-02-05,BR,1500.000000
737,085616PC,MTG,2019-02-05,BR,200.000000
738,085932GF,MTG,2019-02-05,BR,150.000000
739,085932GT,MTG,2019-02-05,BR,50.000000
740,085932IF,MTG,2019-02-05,BR,50.000000
741,085932PC,MTG,2019-02-05,BR,150.000000
742,085932PW,MTG,2019-02-05,BR,480.000000
743,086522DSN,MTG,2019-02-05,BR,100.000000
744,086522GF,MTG,2019-02-05,BR,400.000000
745,086522IF,MTG,2019-02-05,BR,100.000000
746,089950,MTG,2019-02-05,BR,155.000000
747,092832,MTG,2019-02-05,BR,50.000000
748,093105,MTG,2019-02-05,BR,3.000000
749,093922GF,MTG,2019-02-05,BR,30.000000
750,094632P,MTG,2019-02-05,BR,100.000000
751,094732,MTG,2019-02-05,BR,50.000000
752,100117,MTG,2019-02-05,BR,6250.000000
753,11012663,MTG,2019-02-05,BR,24.000000
754,15003676,MTG,2019-02-05,BR,150.000000
755,15003684,MTG,2019-02-05,BR,100.000000
756,15941362,MTG,2019-02-05,BR,73.000000
757,15941412,MTG,2019-02-05,BR,50.000000
758,2223,MTG,2019-02-05,BR,131.000000
759,267310,MTG,2019-02-05,BR,48.000000
760,300357.B,MTG,2019-02-05,BR,600.000000
761,337454,MTG,2019-02-05,BR,1.000000
762,544197,MTG,2019-02-05,BR,20.000000
763,57700.B,MTG,2019-02-05,BR,250.000000
764,577G55,MTG,2019-02-05,BR,4.000000
765,601013PA,MTG,2019-02-05,BR,8.000000
766,602005,MTG,2019-02-05,BR,3000.000000
767,902804,MTG,2019-02-05,BR,300.000000
768,90641,MTG,2019-02-05,BR,40.000000
769,90751,MTG,2019-02-05,BR,20.000000
770,BK.7652950,MTG,2019-02-05,BR,50.000000
771,022002,MTG,2019-02-06,BR,2597.000000
772,022019,MTG,2019-02-06,BR,15015.000000
773,028800,MTG,2019-02-06,BR,25.000000
774,028901,MTG,2019-02-06,BR,5.000000
775,028902,MTG,2019-02-06,BR,5.000000
776,076116FF,MTG,2019-02-06,BR,54.000000
777,080922P,MTG,2019-02-06,BR,50.000000
778,081816WK,MTG,2019-02-06,BR,20.000000
779,082708IF,MTG,2019-02-06,BR,150.000000
780,084106N,MTG,2019-02-06,BR,-500.000000
781,084106N,MTG,2019-02-06,BR,500.000000
782,085716FP,MTG,2019-02-06,BR,50.000000
783,085716SP,MTG,2019-02-06,BR,30.000000
784,085932PW,MTG,2019-02-06,BR,1020.000000
785,086622,MTG,2019-02-06,BR,100.000000
786,087516,MTG,2019-02-06,BR,51.000000
787,089950,MTG,2019-02-06,BR,45.000000
788,091016GT,MTG,2019-02-06,BR,10.000000
789,093922,MTG,2019-02-06,BR,50.000000
790,094222,MTG,2019-02-06,BR,25.000000
791,095222,MTG,2019-02-06,BR,100.000000
792,095222C,MTG,2019-02-06,BR,25.000000
793,095422,MTG,2019-02-06,BR,44.000000
794,096022,MTG,2019-02-06,BR,60.000000
795,098122,MTG,2019-02-06,BR,50.000000
796,100117,MTG,2019-02-06,BR,8750.000000
797,102000,MTG,2019-02-06,BR,50.000000
798,11012663,MTG,2019-02-06,BR,120.000000
799,12869533,MTG,2019-02-06,BR,75.000000
800,15023799,MTG,2019-02-06,BR,100.000000
801,15941453,MTG,2019-02-06,BR,40.000000
802,15941461,MTG,2019-02-06,BR,30.000000
803,2059CASH,MTG,2019-02-06,BR,140.000000
804,276063,MTG,2019-02-06,BR,50.000000
805,300355.B,MTG,2019-02-06,BR,2100.000000
806,300355.B,MTG,2019-02-06,BR,2100.000000
807,300355.B,MTG,2019-02-06,BR,2100.000000
808,602005,MTG,2019-02-06,BR,3000.000000
809,602020,MTG,2019-02-06,BR,1000.000000
810,602023,MTG,2019-02-06,BR,400.000000
811,80955,MTG,2019-02-06,BR,2.000000
812,85120,MTG,2019-02-06,BR,200.000000
813,8669723,MTG,2019-02-06,BR,500.000000
814,902422,MTG,2019-02-06,BR,100.000000
815,90645,MTG,2019-02-06,BR,10.000000
816,BP56655,MTG,2019-02-06,BR,41.000000
817,K4199-1.B,MTG,2019-02-06,BR,350.000000
818,022019,MTG,2019-02-07,BR,14995.000000
819,022024,MTG,2019-02-07,BR,6048.000000
820,027032,MTG,2019-02-07,BR,150.000000
821,027232,MTG,2019-02-07,BR,100.000000
822,052002,MTG,2019-02-07,BR,17.500000
823,082314NP,MTG,2019-02-07,BR,20.000000
824,082314NP,MTG,2019-02-07,BR,30.000000
825,083690E,MTG,2019-02-07,BR,250.000000
826,085922P,MTG,2019-02-07,BR,150.000000
827,086622SS,MTG,2019-02-07,BR,74.000000
828,089222GF,MTG,2019-02-07,BR,100.000000
829,089222IF,MTG,2019-02-07,BR,300.000000
830,089222IF,MTG,2019-02-07,BR,2.000000
831,089222P,MTG,2019-02-07,BR,1000.000000
832,093922SS,MTG,2019-02-07,BR,54.000000
833,094000,MTG,2019-02-07,BR,60.000000
834,094222SS,MTG,2019-02-07,BR,52.000000
835,095022P,MTG,2019-02-07,BR,100.000000
836,100117,MTG,2019-02-07,BR,5000.000000
837,100117,MTG,2019-02-07,BR,1000.000000
838,11012663,MTG,2019-02-07,BR,48.000000
839,114000ORANGE.B,MTG,2019-02-07,BR,1400.000000
840,15003742,MTG,2019-02-07,BR,100.000000
841,15003759,MTG,2019-02-07,BR,100.000000
842,17997339,MTG,2019-02-07,BR,51.000000
843,17997412,MTG,2019-02-07,BR,50.000000
844,17997438,MTG,2019-02-07,BR,40.000000
845,17997453,MTG,2019-02-07,BR,50.000000
846,19032,MTG,2019-02-07,BR,84.000000
847,19232,MTG,2019-02-07,BR,252.000000
848,2222,MTG,2019-02-07,BR,175.000000
849,267310,MTG,2019-02-07,BR,24.000000
850,28000.B,MTG,2019-02-07,BR,240.000000
851,316G80M,MTG,2019-02-07,BR,30.000000
852,54900.B,MTG,2019-02-07,BR,300.000000
853,602003,MTG,2019-02-07,BR,2000.000000
854,602017,MTG,2019-02-07,BR,2750.000000
855,602037,MTG,2019-02-07,BR,2000.000000
856,7-1087.B,MTG,2019-02-07,BR,300.000000
857,81500.B,MTG,2019-02-07,BR,350.000000
858,STN-Q1,MTG,2019-02-07,BR,110.000000
859,STN-Q2,MTG,2019-02-07,BR,55.000000
860,022019,MTG,2019-02-08,BR,13860.000000
861,022024,MTG,2019-02-08,BR,4896.000000
862,022017,MTG,2019-02-11,BR,7735.000000
863,022019,MTG,2019-02-11,BR,12705.000000
864,032300,MTG,2019-02-11,BR,100.000000
865,033264,MTG,2019-02-11,BR,50.000000
866,071622GT,MTG,2019-02-11,BR,32.000000
867,071622P,MTG,2019-02-11,BR,750.000000
868,071622PC,MTG,2019-02-11,BR,100.000000
869,083222P,MTG,2019-02-11,BR,750.000000
870,085100,MTG,2019-02-11,BR,150.000000
871,093000N,MTG,2019-02-11,BR,200.000000
872,093100N,MTG,2019-02-11,BR,80.000000
873,093664EF,MTG,2019-02-11,BR,30.000000
874,094000,MTG,2019-02-11,BR,91.000000
875,095122P,MTG,2019-02-11,BR,200.000000
876,095122PC,MTG,2019-02-11,BR,40.000000
877,14308.B,MTG,2019-02-11,BR,5000.000000
878,14324,MTG,2019-02-11,BR,250.000000
879,15026370,MTG,2019-02-11,BR,52.000000
880,2122P,MTG,2019-02-11,BR,600.000000
881,2522,MTG,2019-02-11,BR,50.000000
882,267310,MTG,2019-02-11,BR,24.000000
883,44200.B,MTG,2019-02-11,BR,250.000000
884,602017,MTG,2019-02-11,BR,2750.000000
885,7-2729,MTG,2019-02-11,BR,100.000000
886,83200.B,MTG,2019-02-11,BR,2000.000000
887,90731,MTG,2019-02-11,BR,20.000000
888,93100DSL.B,MTG,2019-02-11,BR,300.000000
889,95022.B,MTG,2019-02-11,BR,150.000000
890,97300.B,MTG,2019-02-11,BR,75.000000
891,STN-QKIT,MTG,2019-02-11,BR,165.000000
892,022009,MTG,2019-02-12,BR,2592.000000
893,022017,MTG,2019-02-12,BR,13260.000000
894,022019,MTG,2019-02-12,BR,15015.000000
895,071332,MTG,2019-02-12,BR,150.000000
896,081922IF,MTG,2019-02-12,BR,30.000000
897,081922SP,MTG,2019-02-12,BR,42.000000
898,094600N,MTG,2019-02-12,BR,30.000000
899,096504,MTG,2019-02-12,BR,293.000000
900,096604,MTG,2019-02-12,BR,300.000000
901,097532,MTG,2019-02-12,BR,100.000000
902,097532F,MTG,2019-02-12,BR,51.000000
903,10179182,MTG,2019-02-12,BR,52.000000
904,11012663,MTG,2019-02-12,BR,96.000000
905,118-9775,MTG,2019-02-12,BR,75.000000
906,14312,MTG,2019-02-12,BR,150.000000
907,14324,MTG,2019-02-12,BR,250.000000
908,15026370,MTG,2019-02-12,BR,348.000000
909,15358591,MTG,2019-02-12,BR,75.000000
910,1745418R-KITS,MTG,2019-02-12,BR,768.000000
911,2122P,MTG,2019-02-12,BR,350.000000
912,2322,MTG,2019-02-12,BR,296.000000
913,267310,MTG,2019-02-12,BR,48.000000
914,5359864,MTG,2019-02-12,BR,150.000000
915,5359880,MTG,2019-02-12,BR,300.000000
916,602037,MTG,2019-02-12,BR,2000.000000
917,920008,MTG,2019-02-12,BR,210.000000
918,94200.B,MTG,2019-02-12,BR,250.000000
919,95000.B,MTG,2019-02-12,BR,250.000000
920,KA00116.B,MTG,2019-02-12,BR,1800.000000
921,OS022014,MTG,2019-02-12,BR,4420.000000
922,OS022015,MTG,2019-02-12,BR,11760.000000
923,OS022016,MTG,2019-02-12,BR,11760.000000
924,OS022016,MTG,2019-02-12,BR,11760.000000
925,OS022016BLACK,MTG,2019-02-12,BR,15680.000000
926,STN-QKIT,MTG,2019-02-12,BR,55.000000
927,022009,MTG,2019-02-13,BR,4608.000000
928,022017,MTG,2019-02-13,BR,12155.000000
929,022019,MTG,2019-02-13,BR,16170.000000
930,052004N,MTG,2019-02-13,BR,2.000000
931,071032C,MTG,2019-02-13,BR,25.000000
932,071332C,MTG,2019-02-13,BR,50.000000
933,081032,MTG,2019-02-13,BR,50.000000
934,083232,MTG,2019-02-13,BR,100.000000
935,085922FF,MTG,2019-02-13,BR,52.000000
936,089232F,MTG,2019-02-13,BR,76.000000
937,092132GF,MTG,2019-02-13,BR,40.000000
938,092232IF,MTG,2019-02-13,BR,30.000000
939,093008PC,MTG,2019-02-13,BR,300.000000
940,093108F,MTG,2019-02-13,BR,50.000000
941,095932,MTG,2019-02-13,BR,151.000000
942,096022FF,MTG,2019-02-13,BR,52.000000
943,096132,MTG,2019-02-13,BR,400.000000
944,096232,MTG,2019-02-13,BR,350.000000
945,098832,MTG,2019-02-13,BR,50.000000
946,098932,MTG,2019-02-13,BR,203.000000
947,10179182,MTG,2019-02-13,BR,55.000000
948,11012663,MTG,2019-02-13,BR,48.000000
949,14308C,MTG,2019-02-13,BR,300.000000
950,14308W,MTG,2019-02-13,BR,1500.000000
951,16245730,MTG,2019-02-13,BR,40.000000
952,1745418,MTG,2019-02-13,BR,120.000000
953,2223,MTG,2019-02-13,BR,116.000000
954,234192-T35.B,MTG,2019-02-13,BR,5100.000000
955,317G55,MTG,2019-02-13,BR,1.000000
956,317G55,MTG,2019-02-13,BR,1.000000
957,602003,MTG,2019-02-13,BR,2000.000000
958,7-2738.B,MTG,2019-02-13,BR,300.000000
959,920008,MTG,2019-02-13,BR,540.000000
960,96100.B,MTG,2019-02-13,BR,1750.000000
961,96100.B,MTG,2019-02-13,BR,1750.000000
962,STN-QKIT,MTG,2019-02-13,BR,55.000000
963,022009,MTG,2019-02-14,BR,2016.000000
964,022017,MTG,2019-02-14,BR,11050.000000
965,022019,MTG,2019-02-14,BR,15015.000000
966,030200N,MTG,2019-02-14,BR,202.000000
967,081900N,MTG,2019-02-14,BR,400.000000
968,081900NC,MTG,2019-02-14,BR,50.000000
969,083416GF,MTG,2019-02-14,BR,50.000000
970,083416GT,MTG,2019-02-14,BR,20.000000
971,083416SP,MTG,2019-02-14,BR,50.000000
972,083416WK,MTG,2019-02-14,BR,40.000000
973,085100FF,MTG,2019-02-14,BR,140.000000
974,085933F,MTG,2019-02-14,BR,30.000000
975,092232PC,MTG,2019-02-14,BR,30.000000
976,092232WK,MTG,2019-02-14,BR,40.000000
977,097232,MTG,2019-02-14,BR,75.000000
978,097232GF,MTG,2019-02-14,BR,30.000000
979,14308W,MTG,2019-02-14,BR,500.000000
980,14690,MTG,2019-02-14,BR,650.000000
981,1745418,MTG,2019-02-14,BR,89.000000
982,1745418R,MTG,2019-02-14,BR,129.000000
983,1745418R-KITS,MTG,2019-02-14,BR,6.000000
984,2223,MTG,2019-02-14,BR,84.000000
985,234192-21,MTG,2019-02-14,BR,831.000000
986,57700.B,MTG,2019-02-14,BR,44.000000
987,601013PA,MTG,2019-02-14,BR,0.720000
988,602022,MTG,2019-02-14,BR,150.000000
989,602045,MTG,2019-02-14,BR,200.000000
990,87700.B,MTG,2019-02-14,BR,1000.000000
991,93100XBEE.B,MTG,2019-02-14,BR,300.000000
992,022009,MTG,2019-02-15,BR,2880.000000
993,022017,MTG,2019-02-15,BR,1235.000000
994,022019,MTG,2019-02-15,BR,13860.000000
995,022027,MTG,2019-02-15,BR,7735.000000
996,601013PA,MTG,2019-02-15,BR,29.250000
997,602017,MTG,2019-02-15,BR,1000.000000
998,022001,MTG,2019-02-18,BR,10757.000000
999,022019,MTG,2019-02-18,BR,9240.000000
1000,022027,MTG,2019-02-18,BR,7735.000000
1001,032300FF,MTG,2019-02-18,BR,131.000000
1002,043809,MTG,2019-02-18,BR,144.000000
1003,043810,MTG,2019-02-18,BR,1500.000000
1004,081900FF,MTG,2019-02-18,BR,440.000000
1005,093032SS,MTG,2019-02-18,BR,-1.000000
1006,094400FF,MTG,2019-02-18,BR,215.000000
1007,11012663,MTG,2019-02-18,BR,24.000000
1008,1170570.B,MTG,2019-02-18,BR,850.000000
1009,14690,MTG,2019-02-18,BR,1170.000000
1010,30255,MTG,2019-02-18,BR,50.000000
1011,5359351.B,MTG,2019-02-18,BR,250.000000
1012,602005,MTG,2019-02-18,BR,4000.000000
1013,87700.B,MTG,2019-02-18,BR,1000.000000
1014,87700.B,MTG,2019-02-18,BR,1000.000000
1015,87700.B,MTG,2019-02-18,BR,620.000000
1016,97200.B,MTG,2019-02-18,BR,250.000000
1017,KIN16,MTG,2019-02-18,BR,2400.000000
1018,KP4159-1,MTG,2019-02-18,BR,150.000000
1019,022001,MTG,2019-02-19,BR,12533.000000
1020,022021,MTG,2019-02-19,BR,12155.000000
1021,022027,MTG,2019-02-19,BR,2736.000000
1022,022037,MTG,2019-02-19,BR,12705.000000
1023,028000,MTG,2019-02-19,BR,40.000000
1024,080400N,MTG,2019-02-19,BR,250.000000
1025,080500N,MTG,2019-02-19,BR,50.000000
1026,081900FF,MTG,2019-02-19,BR,760.000000
1027,083702,MTG,2019-02-19,BR,48.000000
1028,087104,MTG,2019-02-19,BR,40.000000
1029,088308,MTG,2019-02-19,BR,75.000000
1030,088708,MTG,2019-02-19,BR,100.000000
1031,090808,MTG,2019-02-19,BR,50.000000
1032,11007283,MTG,2019-02-19,BR,150.000000
1033,14690,MTG,2019-02-19,BR,180.000000
1034,17997347,MTG,2019-02-19,BR,75.000000
1035,185CAN-DE050C12,MTG,2019-02-19,BR,90.000000
1036,19902.B,MTG,2019-02-19,BR,2250.000000
1037,19903USA.B,MTG,2019-02-19,BR,2750.000000
1038,208367V2.B,MTG,2019-02-19,BR,5100.000000
1039,208367V2.B,MTG,2019-02-19,BR,5100.000000
1040,267310,MTG,2019-02-19,BR,30.000000
1041,303000.B,MTG,2019-02-19,BR,54000.000000
1042,3761475,MTG,2019-02-19,BR,25.000000
1043,602017,MTG,2019-02-19,BR,1000.000000
1044,602046,MTG,2019-02-19,BR,1750.000000
1045,7-1086,MTG,2019-02-19,BR,80.000000
1046,7841265,MTG,2019-02-19,BR,24.000000
1047,90611,MTG,2019-02-19,BR,150.000000
1048,90691,MTG,2019-02-19,BR,75.000000
1049,90711,MTG,2019-02-19,BR,75.000000
1050,BP78776,MTG,2019-02-19,BR,100.000000
1051,HF-1,MTG,2019-02-19,BR,240.000000
1052,022001,MTG,2019-02-20,BR,15272.000000
1053,022014,MTG,2019-02-20,BR,7735.000000
1054,022016BLACK,MTG,2019-02-20,BR,3920.000000
1055,022021,MTG,2019-02-20,BR,1602.000000
1056,022037,MTG,2019-02-20,BR,6290.000000
1057,081900FF,MTG,2019-02-20,BR,442.000000
1058,082708GT,MTG,2019-02-20,BR,50.000000
1059,083416C,MTG,2019-02-20,BR,10.000000
1060,083416WK,MTG,2019-02-20,BR,30.000000
1061,085606N,MTG,2019-02-20,BR,3000.000000
1062,085732GF,MTG,2019-02-20,BR,24.000000
1063,085732SP,MTG,2019-02-20,BR,20.000000
1064,089616PC,MTG,2019-02-20,BR,10.000000
1065,091016SP,MTG,2019-02-20,BR,30.000000
1066,094400FF,MTG,2019-02-20,BR,76.000000
1067,096216N,MTG,2019-02-20,BR,500.000000
1068,102005-NP,MTG,2019-02-20,BR,18.000000
1069,11007317,MTG,2019-02-20,BR,100.000000
1070,128695.B,MTG,2019-02-20,BR,400.000000
1071,14316,MTG,2019-02-20,BR,750.000000
1072,15941446,MTG,2019-02-20,BR,40.000000
1073,208367,MTG,2019-02-20,BR,4157.000000
1074,208367V2.B,MTG,2019-02-20,BR,5100.000000
1075,208367V2.B,MTG,2019-02-20,BR,5100.000000
1076,208367V2.B,MTG,2019-02-20,BR,5100.000000
1077,235826-35.B,MTG,2019-02-20,BR,5100.000000
1078,235826-35.B,MTG,2019-02-20,BR,5100.000000
1079,602009,MTG,2019-02-20,BR,1250.000000
1080,602010,MTG,2019-02-20,BR,300.000000
1081,602011,MTG,2019-02-20,BR,250.000000
1082,602032CARB,MTG,2019-02-20,BR,1900.000000
1083,7841265,MTG,2019-02-20,BR,48.000000
1084,BK.7652939P,MTG,2019-02-20,BR,30.000000
1085,SP016,MTG,2019-02-20,BR,75.000000
1086,022001,MTG,2019-02-21,BR,9409.000000
1087,022009,MTG,2019-02-21,BR,288.000000
1088,022014,MTG,2019-02-21,BR,13260.000000
