,BillNo, Revision, LineKey, LineSeqNo, ComponentItemCode, ComponentRevision, ItemType, ComponentDesc, EngineeringDrawingFindNo, EngineeringChangeAddNo, EngineeringChangeAddDate, EngineeringChangeDelNo, EngineeringChangeDelDate, WorkOrderStepNo, BillType, CommentText, MiscChargeGLAcctKey, SetupCharge, UnitOfMeasure, QuantityPerBill, StandardUnitCost, ScrapPercent, WorkTicketStepNo
12087,094616DGF,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12088,094616DGF,000,000004,00000400000000,94616DGFA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12089,094616DGF,000,000005,00000500000000,94616DGFA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12090,094616DGF,000,000006,00000600000000,604001,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12091,094616DGF,000,000007,00000700000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12092,094616DGF,000,000008,00000800000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12093,094616DGF,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,9.750000,0.000,
12094,094616DGF,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12095,094616PUN,000,000001,00000100000000,022015,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12096,094616PUN,000,000002,00000200000000,94600.B,*,1,,,,,,,,S,,,N,,0.750000,0.000000,2.500,
12097,094616PUN,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12098,094616PUN,000,000007,00000700000000,604001,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12099,094616PUN,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12100,094616PUN,000,000009,00000900000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12101,094616PUN,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,9.750000,0.000,
12102,094616PUN,000,000011,00001100000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12103,094616PUN-A,000,000001,00000100000000,022016,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12104,094616PUN-A,000,000002,00000200000000,94600.B,*,1,,,,,,,,S,,,N,,0.750000,0.000000,2.500,
12105,094616PUN-A,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12106,094616PUN-A,000,000006,00000600000000,604001,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12107,094616PUN-A,000,000007,00000700000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12108,094616PUN-A,000,000008,00000800000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12109,094616PUN-A,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,9.750000,0.000,
12110,094616PUN-A,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12111,094632DGF,000,000001,00000100000000,022017,000,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12112,094632DGF,000,000002,00000200000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12113,094632DGF,000,000003,00000300000000,94600.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
12114,094632DGF,000,000004,00000400000000,604005,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12115,094632DGF,000,000005,00000500000000,94632DGFA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12116,094632DGF,000,000006,00000600000000,94632DGFA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12117,094632DGF,000,000007,00000700000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12118,094632DGF,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12119,094632DGF,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,11.110000,0.000,
12120,094632DGF,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12121,094632GF,000,000001,00000100000000,022017,000,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12122,094632GF,000,000002,00000200000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12123,094632GF,000,000003,00000300000000,94600.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
12124,094632GF,000,000004,00000400000000,604005,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12125,094632GF,000,000005,00000500000000,94632GFA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12126,094632GF,000,000006,00000600000000,94632GFA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12127,094632GF,000,000007,00000700000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12128,094632GF,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12129,094632GF,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,11.110000,0.000,
12130,094632GF,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12131,094632LE,000,000001,00000100000000,022017,000,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12132,094632LE,000,000002,00000200000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12133,094632LE,000,000003,00000300000000,94600.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
12134,094632LE,000,000004,00000400000000,604005,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12135,094632LE,000,000005,00000500000000,94632LEA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12136,094632LE,000,000006,00000600000000,94632LEA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12137,094632LE,000,000007,00000700000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12138,094632LE,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12139,094632LE,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,11.110000,0.000,
12140,094632LE,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,6.000000,0.040000,0.000,
12141,094632LME,000,000001,00000100000000,022017,000,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12142,094632LME,000,000002,00000200000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12143,094632LME,000,000003,00000300000000,94600.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
12144,094632LME,000,000004,00000400000000,604005,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12145,094632LME,000,000005,00000500000000,94632LMEA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12146,094632LME,000,000006,00000600000000,94632LMEA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12147,094632LME,000,000007,00000700000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12148,094632LME,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12149,094632LME,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,11.110000,0.000,
12150,094632LME,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12151,094632P,000,000001,00000100000000,022017,000,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12152,094632P,000,000002,00000200000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12153,094632P,000,000003,00000300000000,94600.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
12154,094632P,000,000004,00000400000000,604005,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12155,094632P,000,000005,00000500000000,94632A1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12156,094632P,000,000006,00000600000000,94632A2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12157,094632P,000,000007,00000700000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12158,094632P,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12159,094632P,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,11.110000,0.000,
12160,094632P,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,6.000000,0.040000,0.000,
12161,094632PUN,000,000001,00000100000000,022017,000,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12162,094632PUN,000,000002,00000200000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12163,094632PUN,000,000003,00000300000000,94600.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
12164,094632PUN,000,000004,00000400000000,604005,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12165,094632PUN,000,000007,00000700000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12166,094632PUN,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12167,094632PUN,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,11.110000,0.000,
12168,094632PUN,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12169,094700EUR,000,000001,00000100000000,022002,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
12170,094700EUR,000,000002,00000200000000,502403,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12171,094700EUR,000,000003,00000300000000,502406,000,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12172,094700EUR,000,000004,00000400000000,94700.B,*,1,,,,,,,,S,,,N,,4.000000,0.000000,2.500,
12173,094700EUR,000,000005,00000500000000,94700EURA1,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12174,094700EUR,000,000006,00000600000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12175,094700EUR,000,000007,00000700000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12176,094700EUR,000,000008,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.065600,9.610000,0.000,
12177,094700EUR,000,000009,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,4.000000,0.080000,0.000,
12178,094700FF,000,000001,00000100000000,094700FF-KITS,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
12179,094700FF,000,000006,00000800000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12180,094700FF,000,000007,00000700000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12181,094700FF,000,000008,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.140000,9.610000,0.000,
12182,094700FF,000,000009,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,4.000000,0.040000,0.000,
12183,094700FF,000,000011,00000475000000,604099,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12184,094700FF,000,000012,00000500000000,604100,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12185,094700FF-KITS,000,000001,00000100000000,022002,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
12186,094700FF-KITS,000,000002,00000200000000,94700.B,*,1,,,,,,,,S,,,N,,1.000000,0.000000,2.500,
12187,094700FF-KITS,000,000003,00000300000000,502403,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12188,094700FF-KITS,000,000004,00000400000000,94700A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12189,094700FF-KITS,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,22.250000,0.000,
12190,094700N,000,000001,00000100000000,022002,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
12191,094700N,000,000002,00000200000000,502403,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12192,094700N,000,000003,00000300000000,502406,000,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12193,094700N,000,000005,00000500000000,94700.B,*,1,,,,,,,,S,,,N,,4.000000,0.000000,2.500,
12194,094700N,000,000006,00000600000000,94700A1,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12195,094700N,000,000007,00000700000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12196,094700N,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12197,094700N,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.065600,9.610000,0.000,
12198,094700N,000,000010,00001000000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,4.000000,0.040000,0.000,
12199,094700N,000,000011,00001100000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12200,094732,000,000001,00000100000000,022017,000,1,,,,,,,,S,,,N,,12.000000,0.000000,0.000,
12201,094732,000,000002,00000200000000,607521,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
12202,094732,000,000003,00000300000000,94700.B,*,1,,,,,,,,S,,,N,,3.000000,0.000000,2.500,
12203,094732,000,000004,00000400000000,604006,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12204,094732,000,000006,00000600000000,94732A1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
12205,094732,000,000007,00000700000000,94732A2,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
12206,094732,000,000008,00000800000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12207,094732,000,000009,00000900000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12208,094732,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.076800,11.110000,0.000,
12209,094732,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
12210,094732GF,000,000001,00000100000000,022017,000,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12211,094732GF,000,000002,00000200000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12212,094732GF,000,000003,00000300000000,94700.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
12213,094732GF,000,000004,00000400000000,604005,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12214,094732GF,000,000005,00000500000000,94732GFA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12215,094732GF,000,000006,00000600000000,94732GFA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12216,094732GF,000,000007,00000700000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12217,094732GF,000,000008,00000800000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12218,094732GF,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,11.110000,0.000,
12219,094732GF,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12220,094805,000,000001,00000100000000,607007,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12221,094805,000,000002,00000200000000,607007LID,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12222,094805,000,000003,00000300000000,030025,*,1,,,,,,,,,,,N,,40.000000,0.000000,0.000,
12223,094805,000,000004,00000400000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12224,094805,000,000005,00000500000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.086900,17.202700,0.000,
12225,094805,000,000006,00000600000000,/DOS-1PACK,,3,Operating Cost for Packing,,,,,,,,,578000050,N,EACH,1.000000,0.300000,0.000,
12226,094805,000,000007,00000250000000,94805A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12227,094816,000,000001,00000100000000,94816P1,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
12228,094816,000,000002,00000200000000,030025,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
12229,094816,000,000003,00000300000000,604002,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12230,094816,000,000004,00000400000000,607014,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
12231,094816,000,000005,00000500000000,607014LID,*,1,,,,,,,,,,,N,,12.000000,0.000000,0.000,
12232,094816,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.348000,13.120000,0.000,
12233,094816,000,000007,00000700000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,12.000000,0.040000,0.000,
12234,094816,000,000009,00000550000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12235,094816,000,000010,00000575000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12236,094816GF,000,000001,00000100000000,94816GFP1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12237,094816GF,000,000002,00000200000000,030025,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12238,094816GF,000,000003,00000300000000,604015RT,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12239,094816GF,000,000004,00000400000000,607014,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12240,094816GF,000,000005,00000500000000,607014LID,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12241,094816GF,000,000006,00000600000000,BLINDSTICKER,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12242,094816GF,000,000007,00000700000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12243,094816GF,000,000008,00000800000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.204000,13.120000,0.000,
12244,094816GF,000,000009,00000900000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12245,094900EUR,000,000001,00000100000000,022001,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
12246,094900EUR,000,000002,00000200000000,94900.B,*,1,,,,,,,,S,,,N,,4.000000,0.000000,2.500,
12247,094900EUR,000,000003,00000300000000,38MMACID,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12248,094900EUR,000,000004,00000400000000,502406,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12249,094900EUR,000,000005,00000500000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12250,094900EUR,000,000006,00000600000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
12251,094900EUR,000,000007,00000700000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.065600,9.750000,0.000,
12252,094900EUR,000,000008,00000800000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,4.000000,0.080000,0.000,
12253,094900EUR,000,000009,00000350000000,94900EURA1,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12254,094900FF,000,000001,00000100000000,094900FF-KITS,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
12255,094900FF,000,000005,00000500000000,604099,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12256,094900FF,000,000006,00000600000000,604100,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12257,094900FF,000,000007,00000700000000,607605,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12258,094900FF,000,000008,00000800000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
12259,094900FF,000,000009,00000900000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
12260,094900FF,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.140000,9.960000,0.000,
12261,094900FF,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,4.000000,0.040000,0.000,
12262,094900FF-KITS,000,000001,00000100000000,022001,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
12263,094900FF-KITS,000,000002,00000200000000,94900.B,*,1,,,,,,,,S,,,N,,1.000000,0.000000,2.500,
12264,094900FF-KITS,000,000003,00000300000000,38MMACID,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12265,094900FF-KITS,000,000004,00000400000000,94900A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12266,094900FF-KITS,000,000005,00000500000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,22.250000,0.000,
12267,094900UN,000,000001,00000100000000,022001,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
12268,094900UN,000,000002,00000200000000,94900.B,*,1,,,,,,,,S,,,N,,4.000000,0.000000,2.500,
12269,094900UN,000,000003,00000300000000,38MMACID,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
12270,094900UN,000,000005,00000500000000,502406,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12271,094900UN,000,000006,00000600000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12272,094900UN,000,000007,00000700000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
12273,094900UN,000,000008,00000800000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.065600,9.750000,0.000,
12274,094900UN,000,000009,00000900000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,4.000000,0.080000,0.000,
12275,094916DGF,000,000001,00000100000000,022016,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12276,094916DGF,000,000002,00000500000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12277,094916DGF,000,000003,00000600000000,94900.B,*,1,,,,,,,,S,,,N,,0.750000,0.000000,2.500,
12278,094916DGF,000,000004,00000700000000,94916DGFA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12279,094916DGF,000,000005,00000800000000,94916DGFA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12280,094916DGF,000,000006,00000300000000,604001,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12281,094916DGF,000,000007,00000200000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12282,094916DGF,000,000008,00000400000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12283,094916DGF,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,17.202700,0.000,
12284,094916DGF,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12285,094916DGP-A,000,000001,00000100000000,022016,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12286,094916DGP-A,000,000002,00000500000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12287,094916DGP-A,000,000003,00000400000000,604001,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12288,094916DGP-A,000,000004,00000600000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12289,094916DGP-A,000,000005,00000200000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12290,094916DGP-A,000,000006,00000300000000,94900.B,*,1,,,,,,,,S,,,N,,0.750000,0.000000,2.500,
12291,094916DGP-A,000,000007,00000700000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,17.202700,0.000,
12292,094916DGP-A,000,000008,00000800000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12293,094916DGP-A,000,000009,00000350000000,94916DGA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12294,094916DGP-A,000,000010,00000375000000,94916DGA2VA,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12295,094916PUN,000,000001,00000100000000,022016,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12296,094916PUN,000,000002,00000200000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12297,094916PUN,000,000003,00000300000000,604001,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12298,094916PUN,000,000004,00000400000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12299,094916PUN,000,000005,00000500000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12300,094916PUN,000,000006,00000600000000,94900.B,*,1,,,,,,,,S,,,N,,0.750000,0.000000,2.500,
12301,094916PUN,000,000007,00000700000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,17.202700,0.000,
12302,094916PUN,000,000008,00000800000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12303,094922DGP-A,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
12304,094922DGP-A,000,000002,00000200000000,94900.B,*,1,,,,,,,,S,,,N,,1.031000,0.000000,2.500,
12305,094922DGP-A,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12306,094922DGP-A,000,000004,00000400000000,604503,*,1,,,,,,,,,,,N,,2.000000,0.000000,0.000,
12307,094922DGP-A,000,000005,00000500000000,604003RT,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
12308,094922DGP-A,000,000006,00000600000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12309,094922DGP-A,000,000007,00000700000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
12310,094922DGP-A,000,000008,00000800000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.059400,9.750000,0.000,
12311,094922DGP-A,000,000009,00000900000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
12312,094922DGP-A,000,000010,00000350000000,94922DGA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12313,094922DGP-A,000,000011,00000375000000,94922DGA2VA,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
12314,094922PUN,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
