,ItemCode, WarehouseCode, BinLocation, ReorderMethod, QuantityOnHand, QuantityOnPurchaseOrder, QuantityOnSalesOrder, QuantityOnBackOrder, AverageCost, QuantityRequiredForWO, EconomicOrderQty, ReorderPointQty, MinimumOrderQty, MaximumOnHandQty, QuantityOnWorkOrder, QuantityInShipping, TotalWarehouseValue, CostCalcQtyCommitted, CostCalcCostCommitted, DateCreated, TimeCreated, UserCreatedKey, DateUpdated, TimeUpdated, UserUpdatedKey, LastPhysicalCountDate
897,050016,MTG,,E,0.000000,0.000000,0.000000,0.000000,38.050500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
898,050017,MTG,,E,222.098000,0.000000,0.000000,0.000000,8.404400,0.000000,0.000000,10.000000,250.000000,0.000000,0.000000,0.000000,1866.61,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-08-09,13.53228,0000000003,2021-12-31
899,050020,MTG,,E,2310.623500,475.000000,0.000000,0.000000,7.013500,0.000000,0.000000,525.000000,475.000000,0.000000,0.000000,0.000000,16205.47,0.000000,0.000000,2016-05-04,6.84457,0000000007,2022-08-09,14.25029,0000000003,2021-12-31
900,050117,MTG,,E,0.000000,0.000000,0.000000,0.000000,21.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
901,050118,MTG,,E,0.000000,0.000000,0.000000,0.000000,17.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
902,050200,000,,R,0.000000,0.000000,0.000000,0.000000,0.857000,0.000000,0.000000,2000.000000,5000.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2013-02-01,5.05735,0000000027,2022-01-03,14.97914,0000000003,2021-12-31
903,050200,MTG,,R,5757.000000,5220.000000,0.000000,0.000000,1.271000,0.000000,0.000000,3000.000000,5000.000000,0.000000,0.000000,0.000000,7317.15,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-08-09,13.21327,0000000055,2021-12-31
904,050200,SSI,,E,0.000000,0.000000,0.000000,0.000000,1.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
905,050200DIV,MTG,,E,6513.000000,5400.000000,0.000000,0.000000,0.334200,0.000000,0.000000,3000.000000,12600.000000,0.000000,0.000000,0.000000,2176.59,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-07-19,13.48522,0000000003,2021-12-31
906,050200DIV,SSI,,E,0.000000,0.000000,0.000000,0.000000,0.176000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
907,050200WM,MTG,,E,7223.000000,0.000000,0.000000,0.000000,1.701000,0.000000,10000.000000,1600.000000,0.000000,0.000000,0.000000,0.000000,12286.32,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-05-09,15.2654,0000000003,2021-12-31
908,050200WM,SSI,,E,0.000000,0.000000,0.000000,0.000000,1.430000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
909,050201,MTG,,E,0.000000,0.000000,0.000000,0.000000,9.030400,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2021-03-06,8.40608,0000000007,2022-01-03,14.97914,0000000003,2021-12-31
910,050201N,MTG,,E,0.000000,0.000000,0.000000,0.000000,6.298500,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
911,050220,MTG,,E,3.000000,0.000000,0.000000,0.000000,56.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,170.70,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-07-12,13.99679,0000000003,2021-12-31
912,050220,REW,,E,0.000000,0.000000,0.000000,0.000000,17.850000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
913,050220,SSI,,E,0.000000,0.000000,0.000000,0.000000,39.753300,0.000000,0.000000,40.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2017-06-01,8.07152,0000000003,2022-01-03,14.97914,0000000003,2021-12-31
914,050220NAT,MTG,,E,0.000000,0.000000,0.000000,0.000000,30.330000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
915,050220NATCAP,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
916,050222,MTG,,E,1670.000000,1652.000000,0.000000,0.000000,24.532400,0.000000,0.000000,288.000000,288.000000,0.000000,0.000000,0.000000,40969.06,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-08-09,15.49103,0000000003,2021-12-31
917,050222,SSI,,E,0.000000,0.000000,0.000000,0.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
918,050222OM,MTG,,E,0.000000,0.000000,0.000000,0.000000,0.000100,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.00,0.000000,0.000000,2010-12-15,18.21515,0000000013,2022-01-03,14.97914,0000000003,2021-12-31
