,BillNo, Revision, LineKey, LineSeqNo, ComponentItemCode, ComponentRevision, ItemType, ComponentDesc, EngineeringDrawingFindNo, EngineeringChangeAddNo, EngineeringChangeAddDate, EngineeringChangeDelNo, EngineeringChangeDelDate, WorkOrderStepNo, BillType, CommentText, MiscChargeGLAcctKey, SetupCharge, UnitOfMeasure, QuantityPerBill, StandardUnitCost, ScrapPercent, WorkTicketStepNo
0,0085107,000,000001,00000100000000,022001,*,1,,,,,,,0000,S,,,N,,6.000000,0.000000,0.000,
1,0085107,000,000002,00000200000000,235826-35.B,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
2,0085107,000,000003,00000300000000,502403,*,1,,,,,,,0000,,,,N,,6.000000,0.000000,0.000,
3,0085107,000,000004,00000400000000,085107SLV,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4,0085107,000,000005,00000500000000,502402,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
5,0085107,000,000006,00000600000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
6,0085107,000,000007,00000700000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.016800,9.750000,0.000,
7,0085107,000,000008,00000800000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,6.000000,0.040000,0.000,
8,014649C,000,000001,00000300000000,/C,,4,,,,,,,,,SBPOPSMTRAY - 2ea - POP small tray,,N,,0.000000,0.000000,0.000,
9,014649C,000,000002,00000500000000,/C,,4,,,,,,,,,093636CP8  - 1ea - startron small header card CAN,,N,,0.000000,0.000000,0.000,
10,014649C,000,000003,00000100000000,/C,,4,,,,,,,,,14308C - 8cs - Startron auto gas CAN 6/8oz,,N,,0.000000,0.000000,0.000,
11,014649C,000,000008,00000200000000,/C,,4,,,,,,,,,0930BASE - 1ea - Startron 2 Tier Base Must use V3 which is bilingual,,N,,0.000000,0.000000,0.000,
12,014649C,000,000009,00001000000000,/C,,4,,,,,,,,,146BOX - kit box - OUTER,,N,,0.000000,0.000000,0.000,
13,014649C,000,000010,00000400000000,/C,,4,,,,,,,,,SBPOPINSTRUCTION - 1ea - POP Inst Sheet,,N,,0.000000,0.000000,0.000,
14,014649C,000,000011,00001100000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
15,014649C,000,000012,00001200000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
16,014649C,000,000013,00001300000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.086900,17.202700,0.000,
17,014649C,000,000014,00001400000000,/DOS-1PACK,,3,Operating Cost for Packing,,,,,,,,,578000050,N,EACH,1.000000,0.300000,0.000,
18,022000,000,000001,00000100000000,020001,*,1,,,,,,,,,,,N,,0.293000,0.000000,8.000,
19,022000,000,000002,00000200000000,022302,*,1,,,,,,,,,,,N,,0.016000,0.000000,0.000,
20,022000,000,000003,00000300000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,10.630000,0.000,
21,022000,000,000004,00000400000000,/RGBDOC,,3,BLMLD RIG DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.340000,0.005900,0.000,
22,022001,000,000001,00000100000000,020001,*,1,,,,,,,0000,,,,N,,0.276000,0.000000,10.000,
23,022001,000,000002,00000200000000,/RGBDOC,,3,BLMLD RIG DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.340000,0.009700,0.000,
24,022001,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.035000,9.500000,0.000,
25,022001SK,000,000001,00000100000000,020001,*,1,,,,,,,0000,,,,N,,0.273000,0.000000,8.000,
26,022001SK,000,000002,00000200000000,/RGBDOC,,3,BLMLD RIG DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.340000,0.009700,0.000,
27,022001SK,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,9.500000,0.000,
28,022001SK,000,000004,00000150000000,022312,*,1,,,,,,,,,,,N,,0.016000,0.000000,0.000,
29,022002,000,000001,00000100000000,020001,*,1,,,,,,,0000,,,,N,,0.397000,0.000000,1.000,
30,022002,000,000002,00000200000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,9.500000,0.000,
31,022002,000,000003,00000300000000,/RGBDOC,,3,BLMLD RIG DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.340000,0.006000,0.000,
32,022003,000,000001,00000100000000,020001,*,1,,,,,,,,,,,N,,0.249000,0.000000,8.000,
33,022003,000,000002,00000200000000,022302,*,1,,,,,,,,,,,N,,0.016000,0.000000,0.000,
34,022003,000,000003,00000300000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.030000,10.630000,0.000,
35,022003,000,000004,00000400000000,/RGBDOC,,3,BLMLD RIG DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.340000,0.005900,0.000,
36,022006,000,000001,00000100000000,020001,*,1,,,,,,,0000,,,,N,,0.364000,0.000000,12.000,
37,022006,000,000002,00000200000000,/FSBDOC,,3,BLMLD F-STYLE DIR OPER COSTS,,,,,,,,,578000050,N,EACH,0.340000,0.006000,0.000,
38,022006,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.100000,9.500000,0.000,
39,022008,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.271000,0.000000,3.000,
40,022008,000,000002,00000200000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.210000,16.580000,0.000,
41,022008,000,000003,00000300000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.006000,0.000,
42,022009,000,000001,00000100000000,020001,*,1,,,,,,,0000,,,,N,,0.348000,0.000000,12.000,
43,022009,000,000002,00000200000000,022302,*,1,,,,,,,0000,,,,N,,0.016000,0.000000,0.000,
44,022009,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.100000,9.500000,0.000,
45,022009,000,000004,00000400000000,/FSBDOC,,3,BLMLD F-STYLE DIR OPER COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.006000,0.000,
46,022013,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.157000,0.000000,25.000,
47,022013,000,000002,00000200000000,022310,*,1,,,,,,,,,,,N,,0.007000,0.000000,0.000,
48,022013,000,000003,00000300000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.002500,0.000,
49,022013,000,000004,00000400000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.090000,9.500000,0.000,
50,022014,000,000001,00000100000000,020002,*,1,,,,,,,0000,,,,N,,0.163000,0.000000,4.000,
51,022014,000,000002,00000200000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.002500,0.000,
52,022014,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,9.500000,0.000,
53,022014AW,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.163000,0.000000,8.000,
54,022014AW,000,000002,00000200000000,022308,*,1,,,,,,,,,,,N,,0.007000,0.000000,2.500,
55,022014AW,000,000004,00000400000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.306000,0.002500,0.000,
56,022014AW,000,000005,00000500000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,9.500000,0.000,
57,022014BLACK,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.157000,0.000000,9.000,
58,022014BLACK,000,000002,00000200000000,020008,*,1,,,,,,,,,,,N,,0.007000,0.000000,0.000,
59,022014BLACK,000,000003,00000300000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.002500,0.000,
60,022014BLACK,000,000004,00000400000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,9.500000,0.000,
61,022014GOLD,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.163000,0.000000,3.000,
62,022014GOLD,000,000002,00000200000000,020010,*,1,,,,,,,,,,,N,,0.007000,0.000000,0.000,
63,022014GOLD,000,000003,00000300000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.306000,0.002500,0.000,
64,022014GOLD,000,000004,00000400000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,9.500000,0.000,
65,022015,000,000001,00000100000000,020003,*,1,,,,,,,0000,,,,N,,0.097000,0.000000,9.000,
66,022015,000,000002,00000200000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,9.500000,0.000,
67,022015,000,000003,00000300000000,/16BDOC,,3,BLMLD 16oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.007300,0.000,
68,022016,000,000001,00000100000000,020002,*,1,,,,,,,0000,,,,N,,0.097000,0.000000,5.000,
69,022016,000,000002,00000200000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.040000,9.500000,0.000,
70,022016,000,000003,00000300000000,/16BDOC,,3,BLMLD 16oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.007300,0.000,
71,022016AW,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.099000,0.000000,8.000,
72,022016AW,000,000002,00000200000000,022308,*,1,,,,,,,,,,,N,,0.004000,0.000000,1.000,
73,022016AW,000,000004,00000400000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.040000,9.500000,0.000,
74,022016AW,000,000005,00000500000000,/16BDOC,,3,BLMLD 16oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.177000,0.007300,0.000,
75,022016BLACK,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.093000,0.000000,8.000,
76,022016BLACK,000,000002,00000200000000,020008,*,1,,,,,,,,,,,N,,0.004000,0.000000,2.500,
77,022016BLACK,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.060000,9.500000,0.000,
78,022016BLACK,000,000004,00000400000000,/16BDOC,,3,BLMLD 16oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
79,022017,000,000001,00000100000000,020003,*,1,,,,,,,0000,,,,N,,0.163000,0.000000,12.000,
80,022017,000,000002,00000200000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.006000,0.000,
81,022017,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,9.500000,0.000,
82,022019,000,000001,00000100000000,020002,*,1,,,,,,,0000,,,,N,,0.123000,0.000000,5.000,
83,022019,000,000002,00000200000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.007300,0.000,
84,022019,000,000003,00000300000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,10.400000,0.000,
85,022019-415,000,000001,00000100000000,020002,*,1,,,,,,,0000,,,,N,,0.123000,0.000000,5.000,
86,022019-415,000,000002,00000200000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.007300,0.000,
87,022019-415,000,000003,00000300000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,10.400000,0.000,
88,022019AW,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.121000,0.000000,7.000,
89,022019AW,000,000002,00000200000000,022308,*,1,,,,,,,,,,,N,,0.004000,0.000000,2.000,
90,022019AW,000,000004,00000400000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.310000,0.007300,0.000,
91,022019AW,000,000005,00000500000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,10.400000,0.000,
92,022019AWR,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.121000,0.000000,7.000,
93,022019AWR,000,000002,00000200000000,022308,*,1,,,,,,,,,,,N,,0.004000,0.000000,2.000,
94,022019AWR,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.310000,0.007300,0.000,
95,022019AWR,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,10.400000,0.000,
96,022019BLACK,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.120000,0.000000,8.000,
97,022019BLACK,000,000002,00000200000000,020008,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
98,022019BLACK,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
99,022019BLACK,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
100,022019ORG,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.121000,0.000000,15.000,
101,022019ORG,000,000002,00000200000000,022044ORG,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
102,022019ORG,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
103,022019ORG,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
104,022019PK,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.121000,0.000000,15.000,
105,022019PK,000,000002,00000200000000,022311,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
106,022019PK,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
107,022019PK,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
108,022019RED,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.093000,0.000000,6.000,
109,022019RED,000,000002,00000200000000,022306,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
110,022019RED,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
111,022019RED,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
112,022019SK,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.120000,0.000000,4.000,
113,022019SK,000,000002,00000200000000,022303,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
114,022019SK,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
115,022019SK,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
116,022019SK-415,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.120000,0.000000,4.000,
117,022019SK-415,000,000002,00000200000000,022303,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
118,022019SK-415,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
119,022019SK-415,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
120,022019TB,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.120000,0.000000,9.000,
121,022019TB,000,000002,00000200000000,020006,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
122,022019TB,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
123,022019TB,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
124,022020,000,000001,00000100000000,020003,*,1,,,,,,,0000,,,,N,,0.123000,0.000000,9.000,
125,022020,000,000002,00000200000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.007300,0.000,
126,022020,000,000003,00000300000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,10.680000,0.000,
127,022020R,000,000001,00000100000000,020003,*,1,,,,,,,0000,,,,N,,0.123000,0.000000,9.000,
128,022020R,000,000002,00000200000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.007300,0.000,
129,022020R,000,000003,00000300000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.050000,10.680000,0.000,
130,022021,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.157000,0.000000,12.000,
131,022021,000,000002,00000200000000,022303,*,1,,,,,,,,,,,N,,0.007000,0.000000,2.500,
132,022021,000,000003,00000300000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.006000,0.000,
133,022021,000,000004,00000400000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,9.500000,0.000,
134,022022,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.093000,0.000000,9.000,
135,022022,000,000002,00000200000000,022303,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
136,022022,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.060000,9.500000,0.000,
137,022022,000,000004,00000400000000,/16BDOC,,3,BLMLD 16oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.001900,0.000,
138,022023,000,000001,00000100000000,020001,*,1,,,,,,,0030,,,,N,,0.349000,0.000000,21.000,
139,022023,000,000002,00000200000000,022304,*,1,,,,,,,0000,,,,N,,0.015000,0.000000,0.000,
140,022023,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.100000,9.500000,0.000,
141,022023,000,000004,00000400000000,/FSBDOC,,3,BLMLD F-STYLE DIR OPER COSTS,,,,,,,,,578000050,N,EACH,0.340000,0.006000,0.000,
142,022024,000,000001,00000150000000,020001,*,1,,,,,,,0030,,,,N,,0.349000,0.000000,12.000,
143,022024,000,000002,00000200000000,022305,*,1,,,,,,,0000,,,,N,,0.015000,0.000000,0.000,
144,022024,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.100000,9.500000,0.000,
145,022024,000,000004,00000400000000,/FSBDOC,,3,BLMLD F-STYLE DIR OPER COSTS,,,,,,,,,578000050,N,EACH,0.340000,0.006000,0.000,
146,022027,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.157000,0.000000,25.000,
147,022027,000,000002,00000200000000,020006,*,1,,,,,,,,,,,N,,0.007000,0.000000,0.000,
148,022027,000,000003,00000300000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.006000,0.000,
149,022027,000,000004,00000400000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,9.500000,0.000,
150,022028,000,000001,00000100000000,020006,*,1,,,,,,,,,,,N,,0.004000,0.000000,4.000,
151,022028,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.060000,9.500000,0.000,
152,022028,000,000004,00000400000000,/16BDOC,,3,BLMLD 16oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.001900,0.000,
153,022028,000,000005,00000050000000,020003,*,1,,,,,,,,,,,N,,0.093000,0.000000,32.000,
154,022029,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.093000,0.000000,20.000,
155,022029,000,000002,00000200000000,022031,*,1,,,,,,,,,,,N,,0.004000,0.000000,2.500,
156,022029,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.060000,9.500000,0.000,
157,022029,000,000004,00000400000000,/16BDOC,,3,BLMLD 16oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
158,022029V,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.093000,0.000000,20.000,
159,022029V,000,000002,00000200000000,022031,*,1,,,,,,,,,,,N,,0.004000,0.000000,2.500,
160,022029V,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.060000,9.500000,0.000,
161,022029V,000,000004,00000400000000,/16BDOC,,3,BLMLD 16oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
162,022030,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.157000,0.000000,3.000,
163,022030,000,000002,00000200000000,022031,*,1,,,,,,,,,,,N,,0.007000,0.000000,2.500,
164,022030,000,000003,00000300000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.002500,0.000,
165,022030,000,000004,00000400000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,9.500000,0.000,
166,022032,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.163000,0.000000,8.000,
167,022032,000,000002,00000200000000,022033,*,1,,,,,,,,,,,N,,0.007000,0.000000,0.000,
168,022032,000,000003,00000300000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.002500,0.000,
169,022032,000,000004,00000400000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,9.500000,0.000,
170,022036,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.120000,0.000000,7.000,
171,022036,000,000002,00000200000000,022038,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
172,022036,000,000004,00000400000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
173,022036,000,000005,00000500000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
174,022036R,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.120000,0.000000,7.000,
175,022036R,000,000002,00000200000000,022038,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
176,022036R,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
177,022036R,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
178,022037,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.120000,0.000000,7.000,
179,022037,000,000002,00000200000000,022039,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
180,022037,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
181,022037,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
182,022037R,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.120000,0.000000,8.000,
183,022037R,000,000002,00000200000000,022039,*,1,,,,,,,,,,,N,,0.004000,0.000000,0.000,
184,022037R,000,000003,00000300000000,/22BDOC,,3,BLMLD 22oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.007300,0.000,
185,022037R,000,000004,00000400000000,/BMLBR,,3, BLOWMOLD LABOR,,,,,,,,,580558050,N,EACH,0.070000,10.400000,0.000,
186,022040,000,000001,00000100000000,020002,*,1,,,,,,,0000,,,,N,,0.168000,0.000000,9.000,
187,022040,000,000002,00000200000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.002500,0.000,
188,022040,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.080000,9.500000,0.000,
189,022040-415,000,000001,00000100000000,020002,*,1,,,,,,,0000,,,,N,,0.168000,0.000000,9.000,
190,022040-415,000,000002,00000200000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.002500,0.000,
191,022040-415,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.080000,9.500000,0.000,
192,022040B,000,000001,00000100000000,020002,*,1,,,,,,,0000,,,,N,,0.168000,0.000000,9.000,
193,022040B,000,000002,00000200000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.002500,0.000,
194,022040B,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.080000,9.500000,0.000,
195,022040B,000,000004,00000400000000,/C,,4,,,,,,,,,"NO ""S"" marking --- BLANK",,N,,0.000000,0.000000,0.000,
196,022041,000,000001,00000100000000,020003,*,1,,,,,,,0000,,,,N,,0.168000,0.000000,12.000,
197,022041,000,000002,00000200000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.006000,0.000,
198,022041,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.080000,9.500000,0.000,
199,022041R,000,000001,00000100000000,020003,*,1,,,,,,,0000,,,,N,,0.168000,0.000000,12.000,
200,022041R,000,000002,00000200000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,0.450000,0.006000,0.000,
201,022041R,000,000003,00000300000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.080000,9.500000,0.000,
202,022042,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.161000,0.000000,20.000,
203,022042,000,000002,00000200000000,022303,*,1,,,,,,,,,,,N,,0.007000,0.000000,0.000,
204,022042,000,000003,00000300000000,/32BDOC,,3,BLMLD 32oz DIR OPERATING COSTS,,,,,,,,,578000050,N,EACH,1.000000,0.006000,0.000,
205,022042,000,000004,00000400000000,/BMLBR,,3,BLOW MOLD LABOR,,,,,,,,,580558050,N,EACH,0.100000,9.500000,0.000,
206,022042-415,000,000001,00000100000000,020003,*,1,,,,,,,,,,,N,,0.161000,0.000000,20.000,
207,022042-415,000,000002,00000200000000,022303,*,1,,,,,,,,,,,N,,0.007000,0.000000,0.000,
