,BillNo, Revision, LineKey, LineSeqNo, ComponentItemCode, ComponentRevision, ItemType, ComponentDesc, EngineeringDrawingFindNo, EngineeringChangeAddNo, EngineeringChangeAddDate, EngineeringChangeDelNo, EngineeringChangeDelDate, WorkOrderStepNo, BillType, CommentText, MiscChargeGLAcctKey, SetupCharge, UnitOfMeasure, QuantityPerBill, StandardUnitCost, ScrapPercent, WorkTicketStepNo
4338,081022LE,000,000006,00000600000000,81022LEA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4339,081022LE,000,000007,00000700000000,7-2738.B,*,1,,,,,,,,S,,,N,,1.031000,0.000000,2.500,
4340,081022LE,000,000008,00000800000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4341,081022LE,000,000009,00000900000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4342,081022LE,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.059400,17.202700,0.000,
4343,081022LE,000,000011,00001100000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
4344,081022LME,000,000001,00000100000000,022019SK,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4345,081022LME,000,000002,00000200000000,604003RT,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4346,081022LME,000,000003,00000300000000,604503,*,1,,,,,,,,,,,N,,2.000000,0.000000,0.000,
4347,081022LME,000,000004,00000400000000,607503G-NON,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4348,081022LME,000,000005,00000500000000,81022LMEA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4349,081022LME,000,000006,00000600000000,81022LMEA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4350,081022LME,000,000007,00000700000000,7-2738.B,*,1,,,,,,,,S,,,N,,1.031000,0.000000,2.500,
4351,081022LME,000,000008,00000800000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4352,081022LME,000,000009,00000900000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4353,081022LME,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.059400,17.202700,0.000,
4354,081022LME,000,000011,00001100000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
4355,081022UN,000,000001,00000100000000,022019SK,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4356,081022UN,000,000002,00000200000000,604003RT,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4357,081022UN,000,000003,00000300000000,604503,*,1,,,,,,,,,,,N,,2.000000,0.000000,0.000,
4358,081022UN,000,000004,00000400000000,607503G-NON,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4359,081022UN,000,000007,00000700000000,7-2738.B,*,1,,,,,,,,S,,,N,,1.031000,0.000000,2.500,
4360,081022UN,000,000008,00000800000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4361,081022UN,000,000009,00000900000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4362,081022UN,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.059400,17.202700,0.000,
4363,081022UN,000,000011,00001100000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
4364,081022UN-A,000,000001,00000100000000,022019,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4365,081022UN-A,000,000002,00000200000000,604003RT,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4366,081022UN-A,000,000003,00000300000000,604503,*,1,,,,,,,,,,,N,,2.000000,0.000000,0.000,
4367,081022UN-A,000,000004,00000400000000,607503G-NON,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4368,081022UN-A,000,000007,00000700000000,7-2738.B,*,1,,,,,,,,S,,,N,,1.031000,0.000000,2.500,
4369,081022UN-A,000,000008,00000800000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4370,081022UN-A,000,000009,00000900000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4371,081022UN-A,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.059400,17.202700,0.000,
4372,081022UN-A,000,000011,00001100000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
4373,081032,000,000001,00000100000000,022042,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4374,081032,000,000002,00000200000000,7-2738.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
4375,081032,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4376,081032,000,000004,00000400000000,81032A1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4377,081032,000,000005,00000500000000,81032A2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4378,081032,000,000006,00000600000000,604106,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4379,081032,000,000007,00000700000000,604106DIV,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4380,081032,000,000008,00000800000000,344841,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4381,081032,000,000009,00000900000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4382,081032,000,000010,00001000000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.059400,9.750000,0.000,
4383,081032,000,000011,00001100000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,6.000000,0.040000,0.000,
4384,081032F,000,000001,00000100000000,022042,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4385,081032F,000,000002,00000200000000,7-2738.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
4386,081032F,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4387,081032F,000,000004,00000400000000,604106,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4388,081032F,000,000005,00000500000000,604106DIV,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4389,081032F,000,000006,00000600000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4390,081032F,000,000007,00000700000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.059400,9.750000,0.000,
4391,081032F,000,000008,00000800000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
4392,081032F,000,000009,00000350000000,81032FA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4393,081032F,000,000010,00000375000000,81032FA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4394,081032FF,000,000001,00000100000000,081032FF-KITS,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4395,081032FF,000,000004,00000800000000,607503G-NON,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4396,081032FF,000,000007,00000400000000,604084,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4397,081032FF,000,000008,00000700000000,604093,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4398,081032FF,000,000009,00000900000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4399,081032FF,000,000010,00001000000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4400,081032FF,000,000011,00001100000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.187200,9.750000,0.000,
4401,081032FF,000,000012,00001200000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,6.000000,0.040000,0.000,
4402,081032FF-KITS,000,000001,00000100000000,022042,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
4403,081032FF-KITS,000,000002,00000200000000,7-2738.B,*,1,,,,,,,,S,,,N,,0.250000,0.000000,2.500,
4404,081032FF-KITS,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4405,081032FF-KITS,000,000004,00000400000000,81032A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4406,081032FF-KITS,000,000005,00000500000000,81032A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4407,081032FF-KITS,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,9.960000,0.000,
4408,081032PUN-A,000,000001,00000100000000,022040,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4409,081032PUN-A,000,000002,00000200000000,7-2738.B,*,1,,,,,,,,S,,,N,,1.500000,0.000000,2.500,
4410,081032PUN-A,000,000003,00000300000000,607503G-NON,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4411,081032PUN-A,000,000006,00000600000000,604106,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4412,081032PUN-A,000,000007,00000700000000,604106DIV,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4413,081032PUN-A,000,000008,00000800000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4414,081032PUN-A,000,000009,00000900000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.059400,9.750000,0.000,
4415,081032PUN-A,000,000010,00001000000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
4416,081202,000,000001,00000100000000,081202A,*,1,,,,,,,0000,S,,,N,,4.000000,0.000000,0.000,
4417,081202,000,000002,00000200000000,081202B,*,1,,,,,,,0000,S,,,N,,4.000000,0.000000,0.000,
4418,081202,000,000003,00000300000000,081202C,*,1,,,,,,,0000,S,,,N,,4.000000,0.000000,0.000,
4419,081202,000,000004,00000400000000,604028,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4420,081202,000,000005,00000500000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4421,081202,000,000006,00000600000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4422,081202,000,000007,00000700000000,081202P1,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
4423,081202,000,000008,00000800000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.192800,9.750000,0.000,
4424,081202,000,000009,00000900000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,4.000000,0.040000,0.000,
4425,081202A,000,000001,00000100000000,022014,*,1,,,,,,,0000,S,,,N,,1.000000,0.000000,0.000,
4426,081202A,000,000002,00000200000000,602009,*,1,,,,,,,0000,S,,,N,,0.250000,0.000000,2.500,
4427,081202A,000,000003,00000300000000,607521,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4428,081202A,000,000004,00000400000000,81432A1,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4429,081202A,000,000005,00000500000000,81432A2,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4430,081202A,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,included in final kit assembly,582528250,N,EACH,0.000000,9.960000,0.000,
4431,081202AJP,000,000001,00000100000000,022014,*,1,,,,,,,0000,S,,,N,,1.000000,0.000000,0.000,
4432,081202AJP,000,000002,00000200000000,602009,*,1,,,,,,,0000,S,,,N,,0.250000,0.000000,2.500,
4433,081202AJP,000,000003,00000300000000,607521,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4434,081202AJP,000,000004,00000400000000,81432JPA1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4435,081202AJP,000,000005,00000500000000,81432JPA2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4436,081202AJP,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,9.960000,0.000,
4437,081202B,000,000001,00000100000000,022014,*,1,,,,,,,0000,S,,,N,,1.000000,0.000000,0.000,
4438,081202B,000,000002,00000200000000,81500.B,*,1,,,,,,,,S,,,N,,0.250000,0.000000,2.500,
4439,081202B,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4440,081202B,000,000004,00000400000000,81532A1,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4441,081202B,000,000005,00000500000000,81532A2,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4442,081202B,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,9.960000,0.000,
4443,081202BJP,000,000001,00000100000000,022014,*,1,,,,,,,0000,S,,,N,,1.000000,0.000000,0.000,
4444,081202BJP,000,000002,00000200000000,81500.B,*,1,,,,,,,,S,,,N,,0.250000,0.000000,2.500,
4445,081202BJP,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4446,081202BJP,000,000004,00000400000000,81532JPA1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4447,081202BJP,000,000005,00000500000000,81532JPA2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4448,081202BJP,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,9.960000,0.000,
4449,081202C,000,000001,00000100000000,022017,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
4450,081202C,000,000002,00000200000000,602032CARB,000,1,,,,,,,,S,,,N,,0.250000,0.000000,2.500,
4451,081202C,000,000003,00000300000000,607521,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4452,081202C,000,000004,00000400000000,85132A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4453,081202C,000,000005,00000500000000,85132A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4454,081202C,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,9.960000,0.000,
4455,081202CJP,000,000001,00000100000000,022017,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
4456,081202CJP,000,000002,00000200000000,602032CARB,000,1,,,,,,,,S,,,N,,0.250000,0.000000,2.500,
4457,081202CJP,000,000003,00000300000000,607521,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4458,081202CJP,000,000004,00000400000000,85132JPA1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4459,081202CJP,000,000005,00000500000000,85132JPA2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4460,081202CJP,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,9.960000,0.000,
4461,081202FF,000,000001,00000100000000,081202A,*,1,,,,,,,0000,S,,,N,,4.000000,0.000000,0.000,
4462,081202FF,000,000002,00000200000000,081202B,*,1,,,,,,,0000,S,,,N,,4.000000,0.000000,0.000,
4463,081202FF,000,000003,00000300000000,081202C,*,1,,,,,,,0000,S,,,N,,4.000000,0.000000,0.000,
4464,081202FF,000,000004,00000500000000,604122,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4465,081202FF,000,000005,00000600000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4466,081202FF,000,000006,00000700000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4467,081202FF,000,000007,00000400000000,604121,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
4468,081202FF,000,000008,00000800000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.192800,9.750000,0.000,
4469,081202FF,000,000009,00000900000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,4.000000,0.040000,0.000,
4470,081202JP,000,000001,00000100000000,081202AJP,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
4471,081202JP,000,000002,00000200000000,081202BJP,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
4472,081202JP,000,000003,00000300000000,081202CJP,*,1,,,,,,,,S,,,N,,4.000000,0.000000,0.000,
4473,081202JP,000,000004,00000400000000,604121,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
4474,081202JP,000,000005,00000500000000,604122,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4475,081202JP,000,000006,00000600000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4476,081202JP,000,000007,00000700000000,344849,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4477,081202JP,000,000008,00000800000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.192800,9.750000,0.000,
4478,081202JP,000,000009,00000900000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,4.000000,0.040000,0.000,
4479,081202JP,000,000010,00000350000000,081202JPA1,*,1,,,,,,,,,,,N,,4.000000,0.000000,0.000,
4480,081204SW,000,000001,00000100000000,094932-KITS,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4481,081204SW,000,000006,00000600000000,085132-KITS,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4482,081204SW,000,000010,00001000000000,604128,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4483,081204SW,000,000011,00001100000000,604129,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4484,081204SW,000,000012,00001200000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4485,081204SW,000,000013,00001300000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4486,081204SW,000,000014,00001400000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.250800,9.750000,0.000,
4487,081204SW,000,000015,00001500000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,6.000000,0.040000,0.000,
4488,081216,000,000001,00000100000000,081216A,*,1,,,,,,,0000,S,,,N,,6.000000,0.000000,0.000,
4489,081216,000,000002,00000200000000,081216B,*,1,,,,,,,0000,S,,,N,,6.000000,0.000000,0.000,
4490,081216,000,000003,00000300000000,081216C,*,1,,,,,,,0000,S,,,N,,6.000000,0.000000,0.000,
4491,081216,000,000004,00000400000000,604029,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4492,081216,000,000005,00000500000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4493,081216,000,000006,00000600000000,081216A2,*,1,,,,,,,0000,,,,N,,6.000000,0.000000,0.000,
4494,081216,000,000007,00000700000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4495,081216,000,000008,00000800000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.289200,9.750000,0.000,
4496,081216,000,000009,00000900000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,6.000000,0.040000,0.000,
4497,081216A,000,000001,00000100000000,022016,*,1,,,,,,,0000,S,,,N,,1.000000,0.000000,0.000,
4498,081216A,000,000002,00000200000000,602009,*,1,,,,,,,0000,S,,,N,,0.125000,0.000000,2.500,
4499,081216A,000,000003,00000300000000,607521,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4500,081216A,000,000004,00000400000000,81416A1,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4501,081216A,000,000005,00000500000000,81416A2,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4502,081216A,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,9.960000,0.000,
4503,081216AC,000,000001,00000100000000,022016,*,1,,,,,,,0000,S,,,N,,1.000000,0.000000,0.000,
4504,081216AC,000,000002,00000200000000,602009,*,1,,,,,,,0000,S,,,N,,0.125000,0.000000,2.500,
4505,081216AC,000,000003,00000300000000,607521,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4506,081216AC,000,000004,00000400000000,81416CA1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4507,081216AC,000,000005,00000500000000,81416CA2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4508,081216AC,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,9.960000,0.000,
4509,081216B,000,000001,00000100000000,022016,*,1,,,,,,,0000,S,,,N,,1.000000,0.000000,0.000,
4510,081216B,000,000002,00000200000000,81500.B,*,1,,,,,,,,S,,,N,,0.125000,0.000000,2.500,
4511,081216B,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4512,081216B,000,000004,00000400000000,81516A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4513,081216B,000,000005,00000500000000,81516A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4514,081216B,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,10.060000,0.000,
4515,081216BC,000,000001,00000100000000,022016,*,1,,,,,,,0000,S,,,N,,1.000000,0.000000,0.000,
4516,081216BC,000,000002,00000200000000,81500.B,*,1,,,,,,,,S,,,N,,0.125000,0.000000,2.500,
4517,081216BC,000,000003,00000300000000,607521,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4518,081216BC,000,000004,00000400000000,81516CA1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4519,081216BC,000,000005,00000500000000,81516CA2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4520,081216BC,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,10.060000,0.000,
4521,081216C,000,000001,00000100000000,022015,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
4522,081216C,000,000002,00000200000000,602032CARB,000,1,,,,,,,,S,,,N,,0.125000,0.000000,2.500,
4523,081216C,000,000003,00000300000000,607521,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4524,081216C,000,000004,00000400000000,85116A1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4525,081216C,000,000005,00000500000000,85116A2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4526,081216C,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,9.960000,0.000,
4527,081216CC,000,000001,00000100000000,022015,*,1,,,,,,,,S,,,N,,1.000000,0.000000,0.000,
4528,081216CC,000,000002,00000200000000,602032CARB,000,1,,,,,,,,S,,,N,,0.125000,0.000000,2.500,
4529,081216CC,000,000003,00000300000000,607521,*,1,,,,,,,0000,,,,N,,1.000000,0.000000,0.000,
4530,081216CC,000,000004,00000400000000,85116CA1,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4531,081216CC,000,000005,00000500000000,85116CA2,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4532,081216CC,000,000006,00000600000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.000000,9.960000,0.000,
4533,081216CK,000,000001,00000100000000,081216AC,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4534,081216CK,000,000002,00000200000000,081216BC,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4535,081216CK,000,000003,00000300000000,081216CC,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4536,081216CK,000,000004,00000400000000,604120,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4537,081216CK,000,000005,00000600000000,604600,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4538,081216CK,000,000006,00000500000000,81216CKB1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4539,081216CK,000,000007,00000700000000,344841,*,1,,,,,,,0000,,,,N,,0.000000,0.000000,0.000,
4540,081216CK,000,000008,00000800000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.289200,9.750000,0.000,
4541,081216CK,000,000009,00000900000000,/DOS-PR,,3,Direct Operating Supplies - Pd,,,,,,,,,578000050,N,EACH,6.000000,0.040000,0.000,
4542,081216CK,000,000010,00000550000000,81216CKA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4543,081316DGF,000,000001,00000100000000,022016,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4544,081316DGF,000,000002,00000200000000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4545,081316DGF,000,000003,00000300000000,101762,*,1,,,,,,,,,,,N,,0.750000,0.000000,2.500,
4546,081316DGF,000,000004,00000400000000,81316DGFA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4547,081316DGF,000,000005,00000500000000,81316DGFA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4548,081316DGF,000,000006,00000600000000,604001,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4549,081316DGF,000,000007,00000700000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4550,081316DGF,000,000008,00000800000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,19.510000,0.000,
4551,081316DGF,000,000009,00000900000000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
4552,081316GF,000,000001,00000100000000,81316GFA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4553,081316GF,000,000002,00000200000000,81316GFA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4554,081316GF,000,000003,00000300000000,604001,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4555,081316GF,000,000005,00000350000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4556,081316GF,000,000006,00000375000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,19.510000,0.000,
4557,081316GF,000,000007,00000387500000,/DOS-EURO,,3,Operating Cost for European,,,,,,,,,578000050,N,EACH,6.000000,0.080000,0.000,
4558,081316GF,000,000008,00000325000000,604600,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4559,081316GF,000,000009,00000337500000,607521,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4560,081316GF,000,000010,00000250000000,022016,*,1,,,,,,,,S,,,N,,6.000000,0.000000,0.000,
4561,081316GF,000,000011,00000275000000,101762,*,1,,,,,,,,,,,N,,0.750000,0.000000,2.500,
4562,081316LME,000,000001,00000100000000,81316LMEA1,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4563,081316LME,000,000002,00000200000000,81316LMEA2,*,1,,,,,,,,,,,N,,6.000000,0.000000,0.000,
4564,081316LME,000,000003,00000300000000,604001,*,1,,,,,,,,,,,N,,1.000000,0.000000,0.000,
4565,081316LME,000,000004,00000400000000,344848,*,1,,,,,,,,,,,N,,0.000000,0.000000,0.000,
4566,081316LME,000,000005,00000500000000,/PRDLBR,,3,PRODUCTION LABOR,,,,,,,,,582528250,N,EACH,0.038400,19.510000,0.000,
