ItemCode,ItemCodeDesc,VendorNo,Vendor,PurchaseOrderNo,PurchaseOrderDate,QtyOrdered,QtyReceived,QtyOpen,UnitCost,OpenValue
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019258,2021-12-02,7000,6998,2,$1.8975,$3.79
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019176,2021-11-16,7000,6956,44,$1.8975,$83.49
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019177,2021-11-16,7000,6974,26,$1.8975,$49.34
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019178,2021-11-16,7000,6979,21,$1.8975,$39.85
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019151,2021-11-08,7000,6967,33,$1.8975,$62.62
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019146,2021-11-04,7000,6987,13,$1.8975,$24.67
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019139,2021-11-01,7000,6946,54,$1.8975,$102.47
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019100,2021-10-26,7000,6928,72,$1.8975,$136.62
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019101,2021-10-26,7000,6955,45,$1.8975,$85.39
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019102,2021-10-26,7000,6974,26,$1.8975,$49.34
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019079,2021-10-20,7000,6925,75,$1.7850,$133.88
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019061,2021-10-13,7000,6912,88,$1.7850,$157.08
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019062,2021-10-13,7000,6900,100,$1.7850,$178.50
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019015,2021-10-04,7000,6931,69,$1.7850,$123.16
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0019016,2021-10-04,7000,6909,91,$1.7850,$162.44
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018974,2021-09-20,7000,6875,125,$1.7850,$223.13
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018975,2021-09-20,7000,6897,103,$1.7850,$183.85
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018952,2021-09-14,7000,6929,71,$1.7500,$124.25
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018938,2021-09-09,7000,6890,110,$1.7500,$192.50
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018835,2021-08-09,7000,6893,107,$1.6000,$171.20
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018826,2021-08-03,7000,6876,124,$1.6000,$198.40
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018679,2021-06-21,7000,6882,118,$1.6523,$194.97
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018662,2021-06-17,7000,6864,136,$1.6523,$224.71
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018592,2021-06-01,7000,6884,116,$1.6523,$191.67
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018577,2021-05-26,7000,6905,95,$1.6523,$156.97
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018475,2021-05-05,7000,6878,122,$1.6523,$201.58
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018406,2021-04-26,7000,6929,71,$1.6523,$117.31
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018388,2021-04-19,7000,6928,72,$1.6173,$116.45
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0018336,2021-04-05,7000,6922,78,$1.6173,$126.15
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0017676,2020-11-04,7000,6921,79,$1.2350,$97.57
500200,"CHEM - METHANOL",COLCHE2,"COLONIAL CHEMICAL SOLUTIONS, INC",0017652,2020-11-03,7000,6935,65,$1.2350,$80.28
502403,"CAP-38MM CRC 809 WHITE HDPE",TKSUPPL,"T K SUPPLIES",0024650,2025-12-15,595000,0,595000,$0.0640,"$38,080.00"
